"component.id","kind","family","version","parameters","component.sha256"
"geometry.quadform.354c29a840d0d76b","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":4,""ncol"":4,""values"":[[0.34999999999999998,0,0,0],[0,0.34999999999999998,0,0],[0,0,0.69999999999999996,0],[0,0,0,1.3999999999999999]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0,0]}}}","354c29a840d0d76bb6181bd72d88224612b8dd08078de4604b8f6a76eebcd4fb"
"geometry.quadform.45818542922d4a57","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":4,""ncol"":4,""values"":[[0.84999999999999998,0,0,0],[0,0.84999999999999998,0,0],[0,0,1.7,0],[0,0,0,3.3999999999999999]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0,0]}}}","45818542922d4a5779d06d3c9b4cd48de82ae1855b9307644604fc3228513c1d"
"geometry.quadform.490b07f98558a962","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":3,""ncol"":3,""values"":[[1.5,0,0],[0,1.5,0],[0,0,-2.25]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0]}}}","490b07f98558a962e24cbb8fb482e1991311d6292c232694a015f45d28300e91"
"geometry.quadform.4bef4d6e63e95844","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":3,""ncol"":3,""values"":[[1.25,0,0],[0,1.25,0],[0,0,1.875]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0]}}}","4bef4d6e63e958444c3e24cf3930259ab277219d32802924ae5e4bd565367079"
"geometry.quadform.4f0871a7687469f3","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":3,""ncol"":3,""values"":[[2,0,0],[0,-2,0],[0,0,-3]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0]}}}","4f0871a7687469f370c88f03ffa389a1d73eaebed823bbe3bdcddc4efb808710"
"geometry.quadform.507869cad1df597d","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[2]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""forms"":{""type"":""list"",""names"":null,""values"":[]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[2]},""frame"":{""type"":""character"",""names"":null,""values"":[""random.orthonormal""]},""frame.algorithm"":{""type"":""character"",""names"":null,""values"":[""legacy.base.qr.gaussian.v1""]},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0]}}}","507869cad1df597d1aa6606ad27efbc26c904fb623b27ad711a70e7196dbc089"
"geometry.quadform.5305a81cc49d3633","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":3,""ncol"":3,""values"":[[0.84999999999999998,0,0],[0,0.84999999999999998,0],[0,0,1.2749999999999999]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0]}}}","5305a81cc49d3633fa812884cc8fff84133e9bfbc65a2338f76ca763b25dad22"
"geometry.quadform.5350b5e4adcab392","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":4,""ncol"":4,""values"":[[0.84999999999999998,0,0,0],[0,0.84999999999999998,0,0],[0,0,-1.7,0],[0,0,0,-3.3999999999999999]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0,0]}}}","5350b5e4adcab392f67acd7282b26e477d2309298133b6000c20d8b414dd79a9"
"geometry.quadform.5588d7c7b2ccea6c","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[2]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":2,""ncol"":2,""values"":[[2,0],[0,-2]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0]}}}","5588d7c7b2ccea6cdf625cd9b9cafe21b2b265db9b441f5e90fcf787c5aa6bdd"
"geometry.quadform.5c18add41d4b2467","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":3,""ncol"":3,""values"":[[0.34999999999999998,0,0],[0,0.34999999999999998,0],[0,0,0.52499999999999991]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0]}}}","5c18add41d4b24676cf083788bef9dac6ee6c6a4186d36dc8347ad3ce77100b3"
"geometry.quadform.677a79f9bce774be","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":3,""ncol"":3,""values"":[[2,0,0],[0,2,0],[0,0,-3]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0]}}}","677a79f9bce774beabbaa13abc2cd87873c5d7534a8b40797435064509c9a7ec"
"geometry.quadform.6a18d873d39667fc","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""forms"":{""type"":""list"",""names"":null,""values"":[]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0]}}}","6a18d873d39667fc63626a513f73f325f66b90924b8741d006e0797fd3a1a497"
"geometry.quadform.743e3754a0ef6e5a","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":3,""ncol"":3,""values"":[[1.5,0,0],[0,-1.5,0],[0,0,-2.25]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0]}}}","743e3754a0ef6e5ab3f9eee62d7c8d3e88d3e39025eb43d7d5408dbe31a87b38"
"geometry.quadform.74f811a61d344037","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[2]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":2,""ncol"":2,""values"":[[1.5,0],[0,-1.5]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0]}}}","74f811a61d344037cd85dfdd0d04fa202f6df7083e3fa74f1d1f58a0902ab3ec"
"geometry.quadform.77b6e3c2bde8f121","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":4,""ncol"":4,""values"":[[1.25,0,0,0],[0,1.25,0,0],[0,0,2.5,0],[0,0,0,-5]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0,0]}}}","77b6e3c2bde8f121a6a73a8bb90876a0b4d2c31bce104561043125870a703b65"
"geometry.quadform.77e69b53476e3a92","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":3,""ncol"":3,""values"":[[2,0,0],[0,2,0],[0,0,3]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0]}}}","77e69b53476e3a92bd66a4851b465e39ab7d37e603494fa1da6edffa0a1b81fd"
"geometry.quadform.78c07f9505085adb","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":3,""ncol"":3,""values"":[[1.25,0,0],[0,-1.25,0],[0,0,-1.875]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0]}}}","78c07f9505085adb4cf7e9dcfef20e1d0b544836ee5fb8b36a30da59296c5cdd"
"geometry.quadform.83185676040b7c43","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":4,""ncol"":4,""values"":[[0.84999999999999998,0,0,0],[0,0.84999999999999998,0,0],[0,0,1.7,0],[0,0,0,-3.3999999999999999]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0,0]}}}","83185676040b7c43127e469b19d6ea4bbfc778c55ae9e0053a7f71ebd6b9548a"
"geometry.quadform.8579346ffee37ed9","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":4,""ncol"":4,""values"":[[0.34999999999999998,0,0,0],[0,-0.34999999999999998,0,0],[0,0,-0.69999999999999996,0],[0,0,0,-1.3999999999999999]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0,0]}}}","8579346ffee37ed9b0ecccbceee82740b9a34bc35a6b3bf2a9fd69139dad6da2"
