"batch_id","dataset_id","chart_dim_rule","lambda_ridge","lambda_sync","status","error","support_size","degree","kernel","chart_dim_summary","cv_rmse_observed","observed_rmse","truth_rmse","total_local_gcv","sync_energy","mean_sync_squared_disagreement","ridge_median","ridge_max","elapsed_sec","requested_zero_ridge_fallback"
"FB01","LA-D1-RAW-N500","auto",1e-10,0.1,"ok",,35,2,"gaussian",2,0.117109823084466,0.0901326405315654,0.0422586625528292,5.1174860140987,3.10365664113331,0.000184730470998915,1.20055068061482e-08,1.20055068061482e-08,19.336,FALSE
"FB01","LA-D1-RAW-N500","auto",1e-10,0.3,"ok",,35,2,"gaussian",2,0.114232776173532,0.0908636040972302,0.0400238047135728,5.14771981977106,1.88392011177576,0.000112131427478261,2.95055067976755e-08,2.95055067976755e-08,19.333,FALSE
"FB01","LA-D1-RAW-N500","auto",1e-10,1,"ok",,35,2,"gaussian",2,0.111762496590154,0.0921529765589626,0.0368327644894521,5.20956232317182,0.873993320846894,5.20203155433447e-05,9.07555067680233e-08,9.07555067680233e-08,19.225,FALSE
"FB01","LA-D1-RAW-N500","auto",1e-10,3,"ok",,35,2,"gaussian",2,0.109337106410696,0.0937272343462061,0.0338218572761725,5.29365541856069,0.385944577073833,2.29715241555497e-05,2.65755506683295e-07,2.65755506683295e-07,19.378,FALSE
"FB01","LA-D1-RAW-N500","auto",1e-10,10,"ok",,35,2,"gaussian",2,0.107190011516679,0.0957398104984823,0.0313898176040773,5.41562060997983,0.146918162330097,8.74460820370374e-06,8.78255506386762e-07,8.78255506386762e-07,19.253,FALSE
"FB01","LA-D1-RAW-N500","auto",1e-08,0,"ok",,35,2,"gaussian",2,0.124801500520383,0.0904398230427989,0.0417422419196143,5.1554554981604,4.57209292550024,0.000272132190263822,2.81482023654838e-07,3.30190087671066e-07,0.0779999999999745,FALSE
"FB01","LA-D1-RAW-N500","auto",1e-08,0.01,"ok",,35,2,"gaussian",2,0.119323342591373,0.0905682956102706,0.041144513779702,5.16170168076263,4.27391580419416,0.000254384608482399,4.13050680996061e-07,4.13050680996061e-07,19.39,FALSE
"FB01","LA-D1-RAW-N500","auto",1e-08,0.03,"ok",,35,2,"gaussian",2,0.116479524696294,0.0907265901228133,0.0404978198977142,5.16843089542166,3.82148492862988,0.000227455802109371,5.88050680911345e-07,5.88050680911345e-07,19.018,FALSE
"FB01","LA-D1-RAW-N500","auto",1e-08,0.1,"ok",,35,2,"gaussian",2,0.113366576337887,0.0911642074554263,0.0389741565866027,5.18688019077186,2.82347919871688,0.000168054234905363,1.20055068061482e-06,1.20055068061482e-06,19.429,FALSE
"FB01","LA-D1-RAW-N500","auto",1e-08,0.3,"ok",,35,2,"gaussian",2,0.111162866336293,0.091957238694102,0.0367081335791093,5.22407343831082,1.67191031976594,9.951254811664e-05,2.95055067976755e-06,2.95055067976755e-06,19.748,FALSE
"FB01","LA-D1-RAW-N500","auto",1e-08,1,"ok",,35,2,"gaussian",2,0.109232172190474,0.0932768614562093,0.0337127319744868,5.29447712877768,0.74575716281821,4.43876652179918e-05,9.07555067680233e-06,9.07555067680233e-06,19.788,FALSE
"FB01","LA-D1-RAW-N500","auto",1e-08,3,"ok",,35,2,"gaussian",2,0.107553722062924,0.0947686013911115,0.0313292036663907,5.38115936277671,0.321279718827723,1.91226545471771e-05,2.65755506683295e-05,2.65755506683295e-05,19.377,FALSE
"FB01","LA-D1-RAW-N500","auto",1e-08,10,"ok",,35,2,"gaussian",2,0.106337352514263,0.0965320855394848,0.0298478126700057,5.49175463192731,0.125345786865168,7.46061466286328e-06,8.78255506386762e-05,8.78255506386762e-05,19.327,FALSE
"FB01","LA-D1-RAW-N500","auto",1e-06,0,"ok",,35,2,"gaussian",2,0.111852065372697,0.0923528982476384,0.0371246403933961,5.26247827690165,3.59482167543204,0.000213964744829886,2.81482023654838e-05,3.30190087671066e-05,0.0819999999999936,FALSE
"FB01","LA-D1-RAW-N500","auto",1e-06,0.01,"ok",,35,2,"gaussian",2,0.110767711823806,0.0926632661299386,0.0364484018836313,5.27649063093804,3.27625093154653,0.000195003329193729,4.1305068099606e-05,4.1305068099606e-05,19.369,FALSE
"FB01","LA-D1-RAW-N500","auto",1e-06,0.03,"ok",,35,2,"gaussian",2,0.10997355286269,0.0929298632647438,0.0357961417794401,5.28930599544157,2.86958739642585,0.000170798607129663,5.88050680911345e-05,5.88050680911345e-05,19.084,FALSE
"FB01","LA-D1-RAW-N500","auto",1e-06,0.1,"ok",,35,2,"gaussian",2,0.108790791532793,0.0935102034187043,0.0343771360540854,5.31808510880034,2.03511769546442,0.000121130747982512,0.000120055068061482,0.000120055068061482,19.261,FALSE
"FB01","LA-D1-RAW-N500","auto",1e-06,0.3,"ok",,35,2,"gaussian",2,0.107566043143202,0.0943379998918653,0.0324600735360386,5.36203396787411,1.15103474612369,6.85098950603964e-05,0.000295055067976755,0.000295055067976755,19.479,FALSE
"FB01","LA-D1-RAW-N500","auto",1e-06,1,"ok",,35,2,"gaussian",2,0.106271790444203,0.0954736824452544,0.0299087150700141,5.43182065350153,0.501664214104193,2.98591878130334e-05,0.000907555067680233,0.000907555067680233,18.077,FALSE
"FB01","LA-D1-RAW-N500","auto",1e-06,3,"ok",,35,2,"gaussian",2,0.105276882001186,0.0966168034120703,0.027549051830486,5.51436360084587,0.22887467621355,1.36226817671476e-05,0.00265755506683295,0.00265755506683295,16.098,FALSE
"FB01","LA-D1-RAW-N500","auto",1e-06,10,"ok",,35,2,"gaussian",2,0.104530125350438,0.0980381264526902,0.0261898933179059,5.62491285883994,0.107271354721498,6.3848196413757e-06,0.00878255506386762,0.00878255506386762,16.471,FALSE
"FB01","LA-D1-RAW-N500","local.auto",0,0,"ok",,34,2,"gaussian",2,86.2161441462404,0.0862810415646853,0.0491154352290414,5.00204095755924,7.71084956061601,0.000473683052249445,0,0,0.147,FALSE
"FB01","LA-D1-RAW-N500","local.auto",0,0.01,"ok",,34,2,"gaussian",2,0.206261695843434,0.0863031918158833,0.0488499169326102,5.00226793018938,7.24522990818336,0.000445079701034017,0,0,16.1,FALSE
"FB01","LA-D1-RAW-N500","local.auto",0,0.03,"ok",,34,2,"gaussian",2,0.198907784260177,0.0863547981188406,0.0483729821504176,5.00377882679075,6.47173556982733,0.000397563385716243,0,0,16.452,FALSE
"FB01","LA-D1-RAW-N500","local.auto",0,0.1,"ok",,34,2,"gaussian",2,0.186825814447492,0.086564887948174,0.0470727287798728,5.01435213924757,4.73582084189235,0.000290924891435035,0,0,15.341,FALSE
"FB01","LA-D1-RAW-N500","local.auto",0,0.3,"ok",,34,2,"gaussian",2,0.164777965634086,0.0871439539923994,0.0447899862125695,5.05070445054327,2.70889582942053,0.000166409425397115,0,0,15.605,FALSE
"FB01","LA-D1-RAW-N500","local.auto",0,1,"ok",,34,2,"gaussian",2,0.133854052732942,0.0884883432375289,0.0411976664408247,5.1359125816969,1.10956176020814,6.81611795306081e-05,0,0,15.852,FALSE
"FB01","LA-D1-RAW-N500","local.auto",0,3,"ok",,34,2,"gaussian",2,0.115224589694017,0.0903304898355086,0.0374873379555728,5.24422725677958,0.433678782139447,2.66412005064749e-05,0,0,15.95,FALSE
"FB01","LA-D1-RAW-N500","local.auto",0,10,"ok",,34,2,"gaussian",2,0.108056499495697,0.0927863558423243,0.0341494281525778,5.384586265396,0.145505240107007,8.93849188865113e-06,0,0,15.775,FALSE
"FB01","LA-D1-RAW-N500","local.auto",1e-10,0,"ok",,34,2,"gaussian",2,0.164382326046371,0.0881717327336688,0.0463627931480769,5.20049392685201,5.93737795075937,0.000364737411612731,2.73701837653227e-09,3.23228894685112e-09,0.0799999999999983,FALSE
"FB01","LA-D1-RAW-N500","local.auto",1e-10,0.01,"ok",,34,2,"gaussian",2,0.132914145283519,0.0882559129123796,0.0458573042264959,5.20816667017156,5.54968676457906,0.000340921262308241,4.0343419111973e-09,4.0343419111973e-09,15.454,FALSE
"FB01","LA-D1-RAW-N500","local.auto",1e-10,0.03,"ok",,34,2,"gaussian",2,0.130006376503706,0.0883882512526257,0.0452049839084503,5.21873780130841,4.94541939459241,0.000303800681762619,5.73434191036018e-09,5.73434191036018e-09,15.96,FALSE
"FB01","LA-D1-RAW-N500","local.auto",1e-10,0.1,"ok",,34,2,"gaussian",2,0.127465854245254,0.0887708871277493,0.0435740402042989,5.24536119345534,3.62250923319497,0.000222533356006041,1.16843419074294e-08,1.16843419074294e-08,15.859,FALSE
"FB01","LA-D1-RAW-N500","local.auto",1e-10,0.3,"ok",,34,2,"gaussian",2,0.122325862765096,0.0895362993447774,0.0410058794852469,5.29422513549739,2.09595692069229,0.000128756145969674,2.86843418990567e-08,2.86843418990567e-08,15.923,FALSE
"FB01","LA-D1-RAW-N500","local.auto",1e-10,1,"ok",,34,2,"gaussian",2,0.114344628132272,0.0909719731242896,0.0374048076479358,5.38048992973453,0.874652215147664,5.37305166792523e-05,8.81843418697523e-08,8.81843418697523e-08,15.422,FALSE
"FB01","LA-D1-RAW-N500","local.auto",1e-10,3,"ok",,34,2,"gaussian",2,0.109135980868308,0.0927100456572936,0.0340396137245842,5.48126492151023,0.344050132544508,2.11352478905695e-05,2.58184341786023e-07,2.58184341786023e-07,15.28,FALSE
"FB01","LA-D1-RAW-N500","local.auto",1e-10,10,"ok",,34,2,"gaussian",2,0.106747621937255,0.0948769121283503,0.0312205652239827,5.60854234247574,0.115171147790482,7.075046710172e-06,8.53184341492959e-07,8.53184341492959e-07,15.61,FALSE
"FB01","LA-D1-RAW-N500","local.auto",1e-08,0,"ok",,34,2,"gaussian",2,0.137554396161322,0.0892294977586548,0.0434954851118913,5.29999389491411,5.33938914025474,0.000328002527506366,2.73701837653227e-07,3.23228894685112e-07,0.0790000000000077,FALSE
"FB01","LA-D1-RAW-N500","local.auto",1e-08,0.01,"ok",,34,2,"gaussian",2,0.12785871918463,0.0893420971680791,0.0428930461760876,5.30663129703196,4.97441031279626,0.000305581614786193,4.0343419111973e-07,4.0343419111973e-07,15.374,FALSE
"FB01","LA-D1-RAW-N500","local.auto",1e-08,0.03,"ok",,34,2,"gaussian",2,0.126163004191642,0.0894786154332883,0.0421877476395631,5.31384015691581,4.43196954451939,0.000272259086994406,5.73434191036018e-07,5.73434191036018e-07,16.133,FALSE
"FB01","LA-D1-RAW-N500","local.auto",1e-08,0.1,"ok",,34,2,"gaussian",2,0.123973095745603,0.0898729447838034,0.0404528440419769,5.33433686748479,3.23998131672563,0.000199034390085437,1.16843419074294e-06,1.16843419074294e-06,16.038,FALSE
"FB01","LA-D1-RAW-N500","local.auto",1e-08,0.3,"ok",,34,2,"gaussian",2,0.118533338660341,0.0906592194001367,0.0377757089514976,5.37801429169685,1.85744808353518,0.000114104376007763,2.86843418990567e-06,2.86843418990567e-06,15.571,FALSE
"FB01","LA-D1-RAW-N500","local.auto",1e-08,1,"ok",,34,2,"gaussian",2,0.11097308083935,0.0921283638520135,0.0342544418590999,5.46346071582127,0.754654617456818,4.63589776691902e-05,8.81843418697523e-06,8.81843418697523e-06,15.829,FALSE
"FB01","LA-D1-RAW-N500","local.auto",1e-08,3,"ok",,34,2,"gaussian",2,0.10704042063233,0.093838022309865,0.0314077150887232,5.56441741770699,0.287248280841137,1.76458691552225e-05,2.58184341786023e-05,2.58184341786023e-05,15.2,FALSE
"FB01","LA-D1-RAW-N500","local.auto",1e-08,10,"ok",,34,2,"gaussian",2,0.105833127072271,0.0957969082080778,0.0294426026384486,5.68245548016043,0.0961392519479673,5.90590361615788e-06,8.53184341492959e-05,8.53184341492959e-05,15.323,FALSE
"FB01","LA-D1-RAW-N500","local.auto",1e-06,0,"ok",,34,2,"gaussian",2,0.112035054570514,0.0911474099925845,0.0387220743280335,5.40620118680607,4.21906076071518,0.000259179946781607,2.73701837653227e-05,3.23228894685112e-05,0.0779999999999745,FALSE
"FB01","LA-D1-RAW-N500","local.auto",1e-06,0.01,"ok",,34,2,"gaussian",2,0.110197254752576,0.091452152703506,0.0378287063215036,5.42065586826677,3.84990589404582,0.0002365024969595,4.0343419111973e-05,4.0343419111973e-05,15.381,FALSE
"FB01","LA-D1-RAW-N500","local.auto",1e-06,0.03,"ok",,34,2,"gaussian",2,0.109357756255109,0.0917061822699855,0.0369698713581846,5.43402288425791,3.37518613467556,0.00020734011960874,5.73434191036018e-05,5.73434191036018e-05,15.015,FALSE
"FB01","LA-D1-RAW-N500","local.auto",1e-06,0.1,"ok",,34,2,"gaussian",2,0.108317122505351,0.0922884422392103,0.0350748049309074,5.46574621019305,2.38737478495849,0.000146658155643249,0.000116843419074294,0.000116843419074294,15.191,FALSE
"FB01","LA-D1-RAW-N500","local.auto",1e-06,0.3,"ok",,34,2,"gaussian",2,0.107315081061698,0.0932148896633099,0.0325905983037735,5.5186763868511,1.3107008710698,8.05173002421734e-05,0.000286843418990567,0.000286843418990567,15.97,FALSE
"FB01","LA-D1-RAW-N500","local.auto",1e-06,1,"ok",,34,2,"gaussian",2,0.106083534659869,0.094630737944974,0.029670642701713,5.60706637377139,0.509747631934922,3.13141648366656e-05,0.000881843418697523,0.000881843418697523,15.217,FALSE
"FB01","LA-D1-RAW-N500","local.auto",1e-06,3,"ok",,34,2,"gaussian",2,0.105010316113756,0.0960221318017379,0.0271795861827575,5.70636526592249,0.197669969706251,1.21430088672398e-05,0.00258184341786023,0.00258184341786023,14.928,FALSE
"FB01","LA-D1-RAW-N500","local.auto",1e-06,10,"ok",,34,2,"gaussian",2,0.104039537325381,0.0975182774735691,0.0255091264542741,5.82610982728157,0.0782861341712991,4.80917370927257e-06,0.00853184341492959,0.00853184341492959,15.323,FALSE
"FB02","LA-D1-HC-Li-N500","auto",0,0,"ok",,26,2,"gaussian",1,1.63917500042276,0.0957939751882675,0.0506609139549611,5.38626597532014,9.65890003297079,0.000781780659005849,0,0,0.0860000000000127,FALSE
"FB02","LA-D1-HC-Li-N500","auto",0,0.01,"ok",,26,2,"gaussian",1,1.65187648476766,0.0957711977976514,0.0504056856730342,5.38648119340225,9.21180855490081,0.000745593570500084,0,0,8.637,FALSE
"FB02","LA-D1-HC-Li-N500","auto",0,0.03,"ok",,26,2,"gaussian",1,1.70185225751965,0.0957474636372455,0.0499676267827939,5.38793587294191,8.45823356867973,0.0006846000466695,0,0,8.58300000000003,FALSE
"FB02","LA-D1-HC-Li-N500","auto",0,0.1,"ok",,26,2,"gaussian",1,1.81895092946166,0.0957876091306171,0.048908428070741,5.39865968749021,6.68921311570267,0.000541417492672421,0,0,8.84300000000002,FALSE
"FB02","LA-D1-HC-Li-N500","auto",0,0.3,"ok",,26,2,"gaussian",1,1.92666357859275,0.0961740308191876,0.0475210450746543,5.4404867594614,4.37446406667117,0.000354064271207469,0,0,8.80699999999996,FALSE
"FB02","LA-D1-HC-Li-N500","auto",0,1,"ok",,26,2,"gaussian",1,1.77546262413721,0.0974007551295702,0.0464999304851829,5.56193992683151,2.15880517930138,0.000174731297557532,0,0,8.858,FALSE
"FB02","LA-D1-HC-Li-N500","auto",0,3,"ok",,26,2,"gaussian",1,1.2243015863391,0.0995531543841758,0.0472782727992169,5.74625999145871,1.05382446548956,8.52953837698557e-05,0,0,9.02600000000001,FALSE
"FB02","LA-D1-HC-Li-N500","auto",0,10,"ok",,26,2,"gaussian",1,0.461084354741698,0.103677884247714,0.0519090352087728,6.01846023476992,0.534212063272224,4.3238532073862e-05,0,0,8.87199999999996,FALSE
"FB02","LA-D1-HC-Li-N500","auto",1e-10,0,"ok",,26,2,"gaussian",1,1.581701059458,0.0981942145439656,0.0450508104546108,5.57307051387301,8.32337698956282,0.000673684904682999,2.10906810602879e-09,2.56105572622955e-09,0.136,FALSE
"FB02","LA-D1-HC-Li-N500","auto",1e-10,0.01,"ok",,26,2,"gaussian",1,1.57292937476457,0.0982133890270912,0.0446628114696802,5.57683905418762,7.89884069325294,0.000639323407580004,3.33205572571555e-09,3.33205572571555e-09,7.958,FALSE
"FB02","LA-D1-HC-Li-N500","auto",1e-10,0.03,"ok",,26,2,"gaussian",1,1.58939062638935,0.098214318194134,0.0442296407086765,5.58117296372053,7.23181942645921,0.00058533544583023,4.87405572468756e-09,4.87405572468756e-09,7.6,FALSE
"FB02","LA-D1-HC-Li-N500","auto",1e-10,0.1,"ok",,26,2,"gaussian",1,1.60376009616019,0.0982895324625478,0.0433509882554449,5.5966196098354,5.70064001482768,0.000461403482004603,1.02710557210894e-08,1.02710557210894e-08,7.585,FALSE
"FB02","LA-D1-HC-Li-N500","auto",1e-10,0.3,"ok",,26,2,"gaussian",1,1.51685650023454,0.0986425299547984,0.042529324744106,5.63955726845118,3.73864275364907,0.000302601599121867,2.5691055710809e-08,2.5691055710809e-08,7.667,FALSE
"FB02","LA-D1-HC-Li-N500","auto",1e-10,1,"ok",,26,2,"gaussian",1,1.14089348867792,0.0996152228913229,0.0424971737837917,5.7504242700295,1.88036680082303,0.000152194803932349,7.96610556748279e-08,7.96610556748279e-08,7.679,FALSE
"FB02","LA-D1-HC-Li-N500","auto",1e-10,3,"ok",,26,2,"gaussian",1,0.609192341800833,0.101319031332085,0.0441841868752914,5.91407360330324,0.960886699329717,7.7773104025065e-05,2.33861055572025e-07,2.33861055572025e-07,7.651,FALSE
"FB02","LA-D1-HC-Li-N500","auto",1e-10,10,"ok",,26,2,"gaussian",1,0.194844463530832,0.104783555522501,0.0496480421129064,6.16321976488945,0.527018002064584,4.26562527363972e-05,7.73561055212211e-07,7.73561055212211e-07,7.644,FALSE
"FB02","LA-D1-HC-Li-N500","auto",1e-08,0,"ok",,26,2,"gaussian",1,0.421814971459578,0.0985810180464482,0.0434833624895596,5.61520408577683,7.82491814889789,0.000633340198804263,2.10906810602879e-07,2.56105572622955e-07,0.136,FALSE
"FB02","LA-D1-HC-Li-N500","auto",1e-08,0.01,"ok",,26,2,"gaussian",1,0.247251794058144,0.0987193910781489,0.0432137466332965,5.62472851140105,7.42939835329911,0.000601327265095706,3.33205572571555e-07,3.33205572571555e-07,7.96,FALSE
"FB02","LA-D1-HC-Li-N500","auto",1e-08,0.03,"ok",,26,2,"gaussian",1,0.18632758534755,0.0988483616866877,0.0429953588662832,5.63514111638133,6.82338432355605,0.000552277161468782,4.87405572468756e-07,4.87405572468756e-07,7.605,FALSE
"FB02","LA-D1-HC-Li-N500","auto",1e-08,0.1,"ok",,26,2,"gaussian",1,0.130683430935503,0.0992275681192274,0.0427589143046226,5.66885491339393,5.4372573655681,0.00044008558240879,1.02710557210894e-06,1.02710557210894e-06,7.578,FALSE
"FB02","LA-D1-HC-Li-N500","auto",1e-08,0.3,"ok",,26,2,"gaussian",1,0.11591856950195,0.0999669531763985,0.0429923911750112,5.74838913929455,3.63954253905822,0.000294580537633913,2.5691055710809e-06,2.5691055710809e-06,7.675,FALSE
"FB02","LA-D1-HC-Li-N500","auto",1e-08,1,"ok",,26,2,"gaussian",1,0.114289069253044,0.101337457931163,0.0442266623755854,5.91897324287661,1.88754730938829,0.000152775986333967,7.96610556748279e-06,7.96610556748279e-06,7.667,FALSE
"FB02","LA-D1-HC-Li-N500","auto",1e-08,3,"ok",,26,2,"gaussian",1,0.114628379535796,0.103262154756559,0.0467408681840106,6.13837830885964,0.993952962464771,8.04494506997736e-05,2.33861055572025e-05,2.33861055572025e-05,7.646,FALSE
"FB02","LA-D1-HC-Li-N500","auto",1e-08,10,"ok",,26,2,"gaussian",1,0.126453568491819,0.106674720590011,0.0526154065534131,6.45385645141735,0.54863663557929,4.44060409626176e-05,7.73561055212211e-05,7.73561055212211e-05,7.669,FALSE
"FB02","LA-D1-HC-Li-N500","auto",1e-06,0,"ok",,26,2,"gaussian",1,0.13897437986607,0.100634921586869,0.0442565085771662,5.8378829262709,7.75470097422146,0.000627656898541844,2.10906810602879e-05,2.56105572622955e-05,0.135,FALSE
"FB02","LA-D1-HC-Li-N500","auto",1e-06,0.01,"ok",,26,2,"gaussian",1,0.138672543868449,0.100704222416627,0.044067755725342,5.86775441908615,7.35015636804437,0.00059491350667167,3.33205572571555e-05,3.33205572571555e-05,7.95,FALSE
"FB02","LA-D1-HC-Li-N500","auto",1e-06,0.03,"ok",,26,2,"gaussian",1,0.136991564431842,0.100780509798186,0.0439703562755468,5.89625983537456,6.71836799281354,0.000543777256099226,4.87405572468756e-05,4.87405572468756e-05,7.579,FALSE
"FB02","LA-D1-HC-Li-N500","auto",1e-06,0.1,"ok",,26,2,"gaussian",1,0.132716786295161,0.101127237380211,0.0441743477451718,5.97361215152972,5.27301457554265,0.000426791953094401,0.000102710557210894,0.000102710557210894,7.572,FALSE
"FB02","LA-D1-HC-Li-N500","auto",1e-06,0.3,"ok",,26,2,"gaussian",1,0.126690763174548,0.102221474491548,0.0459265941138585,6.13562937767657,3.46615661383449,0.000280546873094364,0.00025691055710809,0.00025691055710809,7.667,FALSE
"FB02","LA-D1-HC-Li-N500","auto",1e-06,1,"ok",,26,2,"gaussian",1,0.121692471605847,0.10528896109306,0.0520282345631842,6.48169823685155,1.84768795415534,0.000149549814316946,0.000796610556748279,0.000796610556748279,7.673,FALSE
"FB02","LA-D1-HC-Li-N500","auto",1e-06,3,"ok",,26,2,"gaussian",1,0.122134859158974,0.110346000205117,0.0616827672690195,6.96415371567423,1.12219246806686,9.08290140929097e-05,0.00233861055572025,0.00233861055572025,7.643,FALSE
"FB02","LA-D1-HC-Li-N500","auto",1e-06,10,"ok",,26,2,"gaussian",1,0.128197002014939,0.117845323626681,0.0742247285920385,7.77540388506245,0.725660449615209,5.87341521889809e-05,0.00773561055212211,0.00773561055212211,7.64599999999999,FALSE
"FB02","LA-D1-HC-Li-N500","local.auto",0,0,"ok",,32,2,"gaussian",2,1.78677054897192,0.0916696803057097,0.048657613161673,5.43867735743332,12.576045846509,0.000816758945030532,0,0,0.159,FALSE
"FB02","LA-D1-HC-Li-N500","local.auto",0,0.01,"ok",,32,2,"gaussian",2,1.76907642493909,0.0916869098182926,0.0482299149100887,5.43897223363921,11.9330973274883,0.00077500226248392,0,0,11.99,FALSE
"FB02","LA-D1-HC-Li-N500","local.auto",0,0.03,"ok",,32,2,"gaussian",2,1.80492325712121,0.0917442762905863,0.047524399481465,5.44094598047063,10.8579701932436,0.000705177476962554,0,0,11.814,FALSE
"FB02","LA-D1-HC-Li-N500","local.auto",0,0.1,"ok",,32,2,"gaussian",2,1.89112247248978,0.0920450566412676,0.0459947088275834,5.45511437666895,8.38761177590819,0.000544738547316773,0,0,11.77,FALSE
"FB02","LA-D1-HC-Li-N500","local.auto",0,0.3,"ok",,32,2,"gaussian",2,1.98408246391221,0.0929479360518172,0.0445322279785015,5.50716059510245,5.32891354238269,0.000346089530537422,0,0,11.831,FALSE
"FB02","LA-D1-HC-Li-N500","local.auto",0,1,"ok",,32,2,"gaussian",2,1.92083831386191,0.0949653254960887,0.0444743400823977,5.64676601445007,2.63156877104273,0.000170908834099774,0,0,11.789,FALSE
"FB02","LA-D1-HC-Li-N500","local.auto",0,3,"ok",,32,2,"gaussian",2,1.53055763725721,0.0976055968850694,0.0461664567870507,5.86184314335835,1.27959104409829,8.3103818481892e-05,0,0,11.734,FALSE
"FB02","LA-D1-HC-Li-N500","local.auto",0,10,"ok",,32,2,"gaussian",2,0.866871684116527,0.101414520551268,0.0500200002503927,6.19876512035303,0.594177220245199,3.85892008896706e-05,0,0,11.749,FALSE
"FB02","LA-D1-HC-Li-N500","local.auto",1e-10,0,"ok",,32,2,"gaussian",2,1.69958779314201,0.09513673873131,0.0397184769731114,5.78860392718898,9.63031001878167,0.000625446340388503,2.569370397079e-09,3.08154611640653e-09,0.140000000000001,FALSE
"FB02","LA-D1-HC-Li-N500","local.auto",1e-10,0.01,"ok",,32,2,"gaussian",2,1.67125370502378,0.0952411302681532,0.0392446600810203,5.79390170779392,9.1045126855217,0.00059129811284109,4.03745923243964e-09,4.03745923243964e-09,11.946,FALSE
"FB02","LA-D1-HC-Li-N500","local.auto",1e-10,0.03,"ok",,32,2,"gaussian",2,1.66750265994468,0.0953497372358345,0.0386790407658015,5.7997948394642,8.28184869513796,0.000537869699721322,5.95145923146489e-09,5.95145923146489e-09,11.877,FALSE
"FB02","LA-D1-HC-Li-N500","local.auto",1e-10,0.1,"ok",,32,2,"gaussian",2,1.63663713985902,0.0956918241266186,0.037662295803457,5.81923698300573,6.42266830954639,0.000417124099006233,1.26504592280535e-08,1.26504592280535e-08,11.847,FALSE
"FB02","LA-D1-HC-Li-N500","local.auto",1e-10,0.3,"ok",,32,2,"gaussian",2,1.51478118871501,0.0965112845476309,0.0372560866045901,5.86896445637678,4.14904334180697,0.000269462142878631,3.17904592183066e-08,3.17904592183066e-08,11.83,FALSE
"FB02","LA-D1-HC-Li-N500","local.auto",1e-10,1,"ok",,32,2,"gaussian",2,1.18105627674748,0.0983206459589456,0.038975879532807,5.98839134418551,2.13692546481865,0.000138783923783059,9.87804591841924e-08,9.87804591841924e-08,11.757,FALSE
